Country,Player (ITTF ID),Position,Previous Position,Points,Month,Year
GUYANA,ALLEYNE Joel (123090),786,780,160,Jun,2019
URUGUAY,PALOU Pablo (131861),786,780,160,Jun,2019
KOSOVO,MAHMUTI Kreshnik (134000),786,782,160,Jun,2019
UNITED STATES OF AMERICA,YU Di ^^ (132571),789,783,159,Jun,2019
JAPAN,TOKUSHIMA Tsuyoshi (137785),789,783,159,Jun,2019
LITHUANIA,SKUCAS Matas (112413),791,785,158,Jun,2019
BELARUS,LABANAU Andrei (119127),791,787,158,Jun,2019
KAZAKHSTAN,GERASSIMENKO Alexandr (111592),791,787,158,Jun,2019
UKRAINE,LIMONOV Anton (124147),791,787,158,Jun,2019
UNITED ARAB EMIRATES,ALBLOOSHI Essa (131380),791,791,158,Jun,2019
MONGOLIA,JARGALSAIKHAN Munkhzorig (114624),791,791,158,Jun,2019
YEMEN,GUBRAN Fahd (103288),791,791,158,Jun,2019
MONGOLIA,MYANDAL Temuulen (124260),791,791,158,Jun,2019
PUERTO RICO,NAVEDO Jose ^^ (132663),799,795,156,Jun,2019
UNITED STATES OF AMERICA,HEN Bowen ^^ (121190),799,795,156,Jun,2019
UNITED STATES OF AMERICA,WANG Jinxin ^ (132547),799,795,156,Jun,2019
UNITED STATES OF AMERICA,LIU Dan ^ (121226),799,795,156,Jun,2019
UNITED STATES OF AMERICA,XU Kaden (137800),799,795,156,Jun,2019
BELGIUM,LAFFINEUR Louis (131756),804,920,155,Jun,2019
KOSOVO,KARABAXHAK Fatih (133999),805,800,154,Jun,2019
FRANCE,VICTORIN Christian ^^ (134406),806,801,153,Jun,2019
UNITED STATES OF AMERICA,LEIBOVITZ Tahl (105233),806,802,153,Jun,2019
JAMAICA,JAMES Jermaine (119416),806,802,153,Jun,2019
UKRAINE,ZAVADSKYI Ihor (136126),806,802,153,Jun,2019
FRANCE,GRAIGNON Maxime (137636),806,802,153,Jun,2019
JAMAICA,MARSH Christopher (105854),806,802,153,Jun,2019
PUERTO RICO,ECHEVARRIA Sebastian (121435),812,807,151,Jun,2019
DENMARK,ANDERSEN Martin (131176),813,808,150,Jun,2019
SWEDEN,HJORT Anton ^^ (135832),813,808,150,Jun,2019
REPUBLIC OF KOREA,JANG Hanjae (132804),813,808,150,Jun,2019
RUSSIA,KRASKOVSKII Aleksandr (120117),813,808,150,Jun,2019
SPAIN,VILARDELL Albert (131723),813,808,150,Jun,2019
FRANCE,LEGUISTIN Enzo (135025),813,808,150,Jun,2019
FINLAND,SOINE Samuli (108826),813,808,150,Jun,2019
SPAIN,RUIZ Francisco Miguel (122276),813,808,150,Jun,2019
LUXEMBOURG,MORO Alberto (123504),813,808,150,Jun,2019
COSTA RICA,SANCHEZ Alfredo (134095),813,808,150,Jun,2019
SPAIN,GUTIERREZ Marc (131779),813,808,150,Jun,2019
LUXEMBOURG,SANTOMAURO Fabio (108293),813,808,150,Jun,2019
LATVIA,KARTUZOVS Olegs (104393),813,823,150,Jun,2019
TURKMENISTAN,GARYAGDYYEV Emir (143592),813,825,150,Jun,2019
NORTH MACEDONIA,KOSTOVSKI Petar (135460),813,826,150,Jun,2019
MONTENEGRO,RADULOVIC Filip (124140),813,827,150,Jun,2019
CONGO DEMOCRATIC,MOLINO MOSANTU Spc (143691),813,828,150,Jun,2019
COTE D'IVOIRE,KOUADJO Yann Emmanuel (120788),813,829,150,Jun,2019
CONGO DEMOCRATIC,GYKA Ergie (143689),813,830,150,Jun,2019
LEBANON,MOUMJOGHLIAN Avo (106394),813,831,150,Jun,2019
NEPAL,KHANIYA Binesh (119928),813,832,150,Jun,2019
NEPAL,MAHARJAN Sunil (144214),813,833,150,Jun,2019
MACAO,HANG Hoi Wa (111091),813,834,150,Jun,2019
MADAGASCAR,NATIVEL Jonathan (118983),813,835,150,Jun,2019
MEXICO,JIMENEZ Jair (121291),813,836,150,Jun,2019
ECUADOR,TAPIA Rodrigo (113536),813,837,150,Jun,2019
PAKISTAN,ZAHOOR Faizan (132122),813,838,150,Jun,2019
SCOTLAND,AMERON Niall (101459),813,839,150,Jun,2019
AZERBAIJAN,HASHIMLI Khayal (117843),813,840,150,Jun,2019
ICELAND,IVARSSON Birgir (135270),813,841,150,Jun,2019
LATVIA,REINHOLDS Dainis (107792),813,842,150,Jun,2019
TURKMENISTAN,AHMEDOV Rashid (100199),813,843,150,Jun,2019
SCOTLAND,MORRISON Calum (124143),813,844,150,Jun,2019
TURKMENISTAN,AHMEDOV Ravil (113658),813,845,150,Jun,2019
IRELAND,MAGUIRE Gavin (112663),813,845,150,Jun,2019
BOSNIA & HERZEGOVINA,ALICIC Armin (115801),813,847,150,Jun,2019
SWITZERLAND,BOCCARD Sam (133352),813,935,150,Jun,2019
SWEDEN,BARIUS Johan (131124),813,,150,Jun,2019
NEW ZEALAND,MA Victor (116470),851,848,146,Jun,2019
LUXEMBOURG,IOCIU Traian (101847),852,849,145,Jun,2019
KYRGYZSTAN,IAKUPBAEV Alisher (103826),853,850,140,Jun,2019
NEPAL,MALLA Amar (100510),853,850,140,Jun,2019
VIETNAM,LE Dingh Duc ^^ (137298),853,850,140,Jun,2019
FRANCE,BARDET Lilian (122002),856,578,138,Jun,2019
SERBIA,POPOVIC Marko (118690),856,1085,138,Jun,2019
HUNGARY,NAGY Krisztian (106542),858,853,135,Jun,2019
HUNGARY,TIMAFALVI Gergo (121862),858,854,135,Jun,2019
HUNGARY,DO Phuong Nam (113325),858,855,135,Jun,2019
HUNGARY,BOTH Oliver (123017),858,855,135,Jun,2019
UKRAINE,TYMOFIEIEV Oleksandr (117880),858,855,135,Jun,2019
REPUBLIC OF KOREA,HO Eonrae (101747),863,437,132,Jun,2019
SPAIN,GUERRICABEITIA Jon Ander (133034),864,863,130,Jun,2019
BRAZIL,TOMA Danilo (112176),864,863,130,Jun,2019
SLOVAKIA,PETER Ingemar (114712),864,,130,Jun,2019
CHILE,ALVARADO Matias (144750),864,,130,Jun,2019
CROATIA,BAN Ivor (122982),864,,130,Jun,2019
SERBIA,MARINKOVIC Nikola (120251),864,,130,Jun,2019
WALES,UNDY Dean (121532),864,,130,Jun,2019
MEXICO,NEUMANN Layan (134774),864,,130,Jun,2019
SWEDEN,PERCAN KINDBLAD Willhelm ^^ (135434),864,,130,Jun,2019
UNITED STATES OF AMERICA,NIU Jiang ^^ (135804),873,867,129,Jun,2019
CANADA,BU Alexander (119033),873,868,129,Jun,2019
PUERTO RICO,NARANJO Angel (131446),875,869,126,Jun,2019
JAPAN,FUJIKI Shoji (137783),875,869,126,Jun,2019
UNITED STATES OF AMERICA,TRAN Michael Minh (119508),875,869,126,Jun,2019
JAPAN,KITAGUCHI Daisuke ^^ (134454),875,869,126,Jun,2019
PUERTO RICO,TORRES Jabdiel (135305),875,869,126,Jun,2019
FRANCE,BRYAND Joris (137787),875,869,126,Jun,2019
GREECE,RINIOTIS Anastasios (107893),881,876,125,Jun,2019
BRAZIL,ASTRO Lidney ^^ (101537),882,878,123,Jun,2019
UNITED STATES OF AMERICA,YOU Jie (137794),882,878,123,Jun,2019
UNITED STATES OF AMERICA,DUBINA Samson (102399),882,878,123,Jun,2019
CANADA,XU Tommy (123595),882,878,123,Jun,2019
CANADA,SICARD Luc (123743),882,878,123,Jun,2019
FINLAND,MORADABBASI Pedram ^ (131195),887,869,120,Jun,2019
NORWAY,VETVIK Finn (131217),887,883,120,Jun,2019
FINLAND,OCONNOR Miikka (114020),887,883,120,Jun,2019
SWEDEN,ANDERSSON Anton (134650),887,883,120,Jun,2019
POLAND,WANG Yimu ^^ (137628),887,883,120,Jun,2019
REPUBLIC OF KOREA,JANG Seongil (132172),887,883,120,Jun,2019
SWITZERLAND,OSIRO Pedro (131673),887,883,120,Jun,2019
NORWAY,HAUKEDALEN Anders (137500),887,883,120,Jun,2019
SWEDEN,WANGGREN Albin (137262),887,883,120,Jun,2019
FINLAND,JORMANAINEN Jani (104214),887,883,120,Jun,2019
RUSSIA,SHEVNIN Semen (134848),887,883,120,Jun,2019
DENMARK,HRISTENSEN Thor (131406),887,883,120,Jun,2019
SWEDEN,NETTARP Bruno (133310),887,883,120,Jun,2019
ESTONIA,LINDMAE Erik (114017),887,883,120,Jun,2019
FINLAND,SOINE Toni (108827),887,883,120,Jun,2019
SPAIN,VALERO Javier (123830),887,883,120,Jun,2019
KAZAKHSTAN,KENZHIGULOV Dastan (123230),887,883,120,Jun,2019
FINLAND,VALASTI Veeti (131197),887,883,120,Jun,2019
SPAIN,LILLO Alberto (123829),887,883,120,Jun,2019
NORWAY,FLAOIEN Jonas (137499),887,883,120,Jun,2019
SAN MARINO,VANNUCCI Marco (109746),887,883,120,Jun,2019
SWEDEN,ROSEN Ture (137730),887,883,120,Jun,2019
RUSSIA,ROZHKOV Mikhail (134846),909,910,113,Jun,2019
UNITED STATES OF AMERICA,PECH Seth (116080),909,910,113,Jun,2019
NIGERIA,OLUYOMI Salako (120885),911,912,111,Jun,2019
IRAN,MIRALMASI Amin (110959),912,526,110,Jun,2019
PORTUGAL,SEDUVEM Joao (114358),912,913,110,Jun,2019
CHINESE TAIPEI,HEN Yung-Hsun (137851),912,913,110,Jun,2019
CHILE,VEGA Luis (144749),912,,110,Jun,2019
THAILAND,SANGLERTSILPACHAI Thyme (123874),916,993,100,Jun,2019
CHINESE TAIPEI,HENG Hao-Huan (136628),916,1047,100,Jun,2019
REPUBLIC OF KOREA,KIM Munsu (135371),916,1047,100,Jun,2019
INDONESIA,BHAGWANI Deepash (122307),919,909,93,Jun,2019
POLAND,KOTOWSKI Tomasz (118846),919,917,93,Jun,2019
MACAO,HEONG Chi Chon (134980),919,918,93,Jun,2019
SERBIA,KOSTADINOVIC Stefan (135304),919,1084,93,Jun,2019
FINLAND,FLEMMING Veikka (119169),923,631,90,Jun,2019
NORWAY,BERNER Sondre (124435),923,920,90,Jun,2019
FINLAND,MIETTINEN Esa (111935),923,920,90,Jun,2019
ESTONIA,LAANE Lauri (105008),923,920,90,Jun,2019
NORWAY,BABSVIK Marlone (137729),923,920,90,Jun,2019
FINLAND,RISSANEN Patrik (119172),923,920,90,Jun,2019
ESTONIA,PAE Mihkel (119159),923,920,90,Jun,2019
UKRAINE,SINKEVYCH Bohdan (119261),923,920,90,Jun,2019
SPAIN,PONS Arnau (131724),923,920,90,Jun,2019
FINLAND,STEIF Noah (131440),923,920,90,Jun,2019
FINLAND,OJALA Matias (132289),923,920,90,Jun,2019
SWEDEN,BLAD Samuel (137728),923,920,90,Jun,2019
FINLAND,PIHKALA Arttu (131196),923,920,90,Jun,2019
MALTA,GRIXTI Gabriel (122182),936,933,86,Jun,2019
INDIA,SAHA Sourav (108146),937,934,85,Jun,2019
EGYPT,SHOUMAN Mohamed (111887),937,935,85,Jun,2019
SPAIN,HERRANZ Gonzalo (123411),937,935,85,Jun,2019
SPAIN,BAILON Daniel (135651),937,935,85,Jun,2019
EGYPT,ELHAKEM Karim (121452),937,935,85,Jun,2019
INDIA,GUPTA Utkarsh (115917),937,935,85,Jun,2019
EGYPT,KOTB Moatazbellah (123000),937,935,85,Jun,2019
POLAND,SIKORSKI Jerzy Waclaw (144105),937,935,85,Jun,2019
SPAIN,ALVAREZ Moises (112756),937,935,85,Jun,2019
PORTUGAL,ZHAO Tianming ^^ (131717),937,935,85,Jun,2019
EGYPT,FARID Ahmed (117415),937,935,85,Jun,2019
OMAN,AL KHARUSI Al Julanda (122190),937,935,85,Jun,2019
EGYPT,SHARAFELDIN Ahmed (131391),937,935,85,Jun,2019
EGYPT,ZAYED Ahmed (105718),937,935,85,Jun,2019
GREECE,KORDOUTIS Dimitris (123196),937,935,85,Jun,2019
SPAIN,PALACIOS Daniel (123257),937,935,85,Jun,2019
JORDAN,KHADER Khaled (122800),937,935,85,Jun,2019
JAPAN,HOSHI Shota (133351),937,,85,Jun,2019
CHINESE TAIPEI,HUANG Yu-Jen (134022),937,,85,Jun,2019
SLOVENIA,SLATINSEK Uros (108758),937,,85,Jun,2019
SINGAPORE,KOH Dominic Song Jun (133853),937,,85,Jun,2019
SERBIA,TEPIC Pero (131126),937,,85,Jun,2019
THAILAND,PUTHIKUNGASERN Veerapat (122332),959,1047,80,Jun,2019
ICELAND,RODRIGUEZ Ingi Darvis (134200),960,952,75,Jun,2019
KYRGYZSTAN,SAGYNDYKOV Talant (144104),960,953,75,Jun,2019
WALES,STACEY Joshua (123766),960,954,75,Jun,2019
INDONESIA,NEGARA Muhammad (122299),963,916,70,Jun,2019
MONGOLIA,BATKHISHIG Bilegt (114622),963,955,70,Jun,2019
LAOS,VONGDALASINH Seng Arthid ^^ (135535),963,956,70,Jun,2019
TUNISIA,LAGHA Chouayb (120018),963,956,70,Jun,2019
MALDIVES,SHAFFAN Mohamed (134910),963,956,70,Jun,2019
THAILAND,PUANGTHIP Sirawit (120928),963,956,70,Jun,2019
MONGOLIA,ENKHBAT Lkhagvasuren (105508),963,956,70,Jun,2019
SPAIN,ASARES Rafael (120053),970,962,65,Jun,2019
SWITZERLAND,SIMONET Nicolas (122012),970,962,65,Jun,2019
LATVIA,LIMANIS Kristaps (137867),970,962,65,Jun,2019
GREECE,PAPADAKIS Ioannis (115079),970,962,65,Jun,2019
SPAIN,ROMEU Emilio (118766),970,962,65,Jun,2019
THAILAND,SANGPAO Komgrit (120927),970,1085,65,Jun,2019
RUSSIA,KOTOV Anton (120978),970,,65,Jun,2019
PERU,DUFFOO Felipe (122610),970,,65,Jun,2019
REPUBLIC OF KOREA,KIM Jaeyun (144815),970,,65,Jun,2019
ITALY,BACIOCCHI Alessandro (114865),970,,65,Jun,2019
CROATIA,BANEK Mario (122110),970,,65,Jun,2019
CROATIA,FUCEC Luka (112452),970,,65,Jun,2019
SLOVENIA,PAULIN Erik (118928),970,,65,Jun,2019
SLOVENIA,ZELKO Damjan (120158),970,,65,Jun,2019
SLOVENIA,GRAMPOVCNIK Miha (132901),970,,65,Jun,2019
SLOVENIA,HORVAT Mitja (103697),970,,65,Jun,2019
SLOVENIA,REPNJAK Matevz (136216),970,,65,Jun,2019
REPUBLIC OF KOREA,LEE Jeongho (131417),970,,65,Jun,2019
INDIA,BALUSURI Varun Shanker (144716),970,,65,Jun,2019
SAN MARINO,RAGNI Lorenzo ^ (107658),970,,65,Jun,2019
SLOVENIA,NOVAK Andraz (136215),970,,65,Jun,2019
THAILAND,SAMRANVONG Wattanachai (134851),970,,65,Jun,2019
REPUBLIC OF KOREA,LEE Junmin (144821),970,,65,Jun,2019
SLOVENIA,NOVAK Tilen (116559),970,,65,Jun,2019
SLOVENIA,AVBELJ Andraz (100759),970,,65,Jun,2019
CHINESE TAIPEI,PENG Chih (133829),970,,65,Jun,2019
CROATIA,MARTINEK Luka (122061),970,,65,Jun,2019
AUSTRIA,KOLODZIEJCZYK Maciej (122064),970,,65,Jun,2019
REPUBLIC OF KOREA,KIM Hyunso (133701),970,,65,Jun,2019
REPUBLIC OF KOREA,HO Sangyeon (144823),970,,65,Jun,2019
FRANCE,LORENTZ Romain (111020),1000,968,60,Jun,2019
REPUBLIC OF KOREA,KIM Minseok (111791),1001,969,57,Jun,2019
FRANCE,MENAND Remi (122094),1002,972,46,Jun,2019
CHINA,ZHU Linfeng (117887),1003,326,45,Jun,2019
AUSTRALIA,GOULD Benjamin (119951),1003,974,45,Jun,2019
ROMANIA,SPELBUS Florin (120155),1003,,45,Jun,2019
GUATEMALA,MOSCOSO Heber (106366),1006,621,42,Jun,2019
TURKEY,ULUCAK Batuhan (119584),1007,975,38,Jun,2019
CAMEROON,NYOH OFON Derek (131477),1007,976,38,Jun,2019
REPUBLIC OF KOREA,SEO Junghwa (108471),1009,487,35,Jun,2019
SINGAPORE,PANG Xue Jie (111669),1010,981,25,Jun,2019
TURKEY,MENGE Gencay (106049),1010,982,25,Jun,2019
EGYPT,LASHIN El-Sayed (105082),1010,982,25,Jun,2019
CANADA,HO Bryan (119666),1010,984,25,Jun,2019
JORDAN,SALAMEH Mohammad (118802),1010,985,25,Jun,2019
AUSTRALIA,TOWNSEND Wade (109521),1010,985,25,Jun,2019
MACAO,HEANG Tin Ngai (122812),1010,985,25,Jun,2019
ECUADOR,PROANO Ivan (112488),1010,985,25,Jun,2019
POLAND,FERTIKOWSKI Pawel (102736),1010,985,25,Jun,2019
CHILE,MOYA Manuel (113433),1010,985,25,Jun,2019
AUSTRALIA,LIN Xuqi ^^ (134805),1020,598,23,Jun,2019
CHINESE TAIPEI,HU Chung-Wen (133841),1020,979,23,Jun,2019
CHINA,LI Haoze (137543),1020,993,23,Jun,2019
CHINA,RUI Jianjun (137544),1020,993,23,Jun,2019
CHINA,ZOU Hangcheng (137545),1020,993,23,Jun,2019
CHINA,YANG Qulong (136589),1020,993,23,Jun,2019
BELARUS,BARBOLIN Illia (100915),1020,993,23,Jun,2019
RUSSIA,DVOYNIKOV Artem (121866),1020,993,23,Jun,2019
NIGERIA,SURMER Qudus (123176),1020,993,23,Jun,2019
POLAND,WALASZEK Przemyslaw (123924),1020,993,23,Jun,2019
NIGERIA,OBAYOMI Michael (124004),1020,993,23,Jun,2019
CHINA,ZHANG Yinfei (137547),1020,993,23,Jun,2019
DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,SIM Un Song (132240),1020,993,23,Jun,2019
VIETNAM,VU Quang Hien (134241),1020,993,23,Jun,2019
BOLIVIA,GARECA Franco (120888),1020,993,23,Jun,2019
CHINA,LI Yuhao (136588),1020,993,23,Jun,2019
NIGERIA,ANTHONY Gbenga (100601),1020,993,23,Jun,2019
EGYPT,WAEL Ziad (120012),1020,993,23,Jun,2019
RUSSIA,BEREZIN Ilya (124234),1020,993,23,Jun,2019
RUSSIA,LAKEEV Vasily (105032),1020,993,23,Jun,2019
POLAND,NALEPA Kamil (121035),1020,993,23,Jun,2019
RUSSIA,IVANOV Gleb (131294),1020,993,23,Jun,2019
DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,HWANG Chung Nam (135238),1020,993,23,Jun,2019
NIGERIA,YUSUF Olabisi (123181),1020,993,23,Jun,2019
CHILE,OLAVE Alfonso (115134),1044,1017,21,Jun,2019
AUSTRIA,PFEFFER Simon (113916),1045,699,20,Jun,2019
AUSTRALIA,ZHAO Anthony (117799),1045,971,20,Jun,2019
AUSTRALIA,LEE Seonghun ^^ (135087),1045,1018,20,Jun,2019
AUSTRALIA,LUU Finn (131798),1045,1018,20,Jun,2019
REPUBLIC OF KOREA,JEONG Chanhee (133698),1045,1018,20,Jun,2019
REPUBLIC OF KOREA,JUNG Seongwon (133700),1045,1018,20,Jun,2019
AUSTRIA,BINDER Michael (137020),1045,1018,20,Jun,2019
NEW ZEALAND,MENG Qi ^^ (137018),1045,1018,20,Jun,2019
REPUBLIC OF KOREA,KIM Woojin (131412),1045,1018,20,Jun,2019
AUSTRALIA,ZHANG Shaoping ^^ (133790),1045,1018,20,Jun,2019
REPUBLIC OF KOREA,PARK Gyuhyeon (133813),1045,1018,20,Jun,2019
AUSTRALIA,LUU Skyy (131797),1045,1018,20,Jun,2019
AUSTRALIA,DIXON Xavier (119945),1045,1018,20,Jun,2019
AUSTRALIA,LUM Nicholas (134800),1045,1018,20,Jun,2019
NEW ZEALAND,AMOR Kelsey (120696),1045,1018,20,Jun,2019
AUSTRALIA,ZHANG Raymond (134801),1045,1018,20,Jun,2019
AUSTRALIA,VON EINEM Samuel (116514),1045,1018,20,Jun,2019
REPUBLIC OF KOREA,KANG Jinho (123053),1045,1018,20,Jun,2019
AUSTRALIA,KIM James ^^ (137075),1045,1018,20,Jun,2019
BOLIVIA,AVILA Diego (123758),1064,1039,17,Jun,2019
POLAND,GRELA Artur (131128),1065,1040,16,Jun,2019
POLAND,PETAS Kacper (123923),1065,1041,16,Jun,2019
POLAND,GOLLA Marco (133326),1065,1041,16,Jun,2019
POLAND,DZIADEK Kamil (123896),1065,1041,16,Jun,2019
NIGERIA,AIYELUMO Olayinka (120030),1065,1041,16,Jun,2019
CHINESE TAIPEI,HIN Mao-Cheng (122340),1070,470,15,Jun,2019
THAILAND,TANTAKOOL Tananan (132192),1070,497,15,Jun,2019
REPUBLIC OF KOREA,HOI Wonjin (112346),1070,533,15,Jun,2019
SWEDEN,ERIKSSON Anders (116846),1070,626,15,Jun,2019
THAILAND,PANKHAOYOY Supakron (120942),1070,993,15,Jun,2019
CZECH REPUBLIC,PROKOPCOV Dmitrij (107578),1070,1047,15,Jun,2019
INDIA,GHOSH Anirban (119042),1070,1047,15,Jun,2019
REPUBLIC OF KOREA,AN Junyeong (132707),1070,1047,15,Jun,2019
REPUBLIC OF KOREA,KIM Heemang (131416),1070,1047,15,Jun,2019
CZECH REPUBLIC,OBESLO Michal (106848),1070,1047,15,Jun,2019
ROMANIA,HIRITA Cristian (122647),1070,1047,15,Jun,2019
JAPAN,MATSUSHIMA Sora (135996),1070,1047,15,Jun,2019
BULGARIA,YORDANOV Teodor (110408),1070,1047,15,Jun,2019
CZECH REPUBLIC,GAVLAS Antonin (102994),1070,1047,15,Jun,2019
CHILE,MATSUBARA Yutaka ^ (119396),1070,1047,15,Jun,2019
CZECH REPUBLIC,BAJGER Ondrej (113917),1070,1047,15,Jun,2019
THAILAND,VERAKULTAWAN Purit (131727),1070,1047,15,Jun,2019
JAPAN,AIDA Satoshi (132632),1070,1047,15,Jun,2019
ICELAND,HJARTARSON Magnus (121142),1088,1041,13,Jun,2019
SCOTLAND,DALGLEISH Colin (117073),1088,1064,13,Jun,2019
KENYA,MUTUA Brian (136082),1088,1065,13,Jun,2019
NORTH MACEDONIA,MLADENOVSKI Filip (106200),1088,1066,13,Jun,2019
NEW CALEDONIA,HARLES Nolann (123348),1088,1066,13,Jun,2019
IRELAND,GILLEN Alexander (122643),1088,1066,13,Jun,2019
VANUATU,WILLIAM Randy (101061),1088,1066,13,Jun,2019
BOLIVIA,ARNEZ ORTUZTE Fernando (137660),1088,1066,13,Jun,2019
COOK ISLANDS,UEA Tautu (131796),1088,1066,13,Jun,2019
SCOTLAND,RAZOUK Yaser (120773),1088,1066,13,Jun,2019
FAROE ISLANDS,THORSTEINSSON Hallur (113633),1088,1066,13,Jun,2019
AZERBAIJAN,ALIYEV Sanan (119571),1088,1066,13,Jun,2019
ECUADOR,VANEGAS Pablo (113537),1088,1066,13,Jun,2019
URUGUAY,RODRIGUEZ Facundo (137634),1088,1066,13,Jun,2019
COOK ISLANDS,MANICO Benji (136199),1088,1066,13,Jun,2019
URUGUAY,BERNARDEZ Santiago (131863),1088,1066,13,Jun,2019
FAROE ISLANDS,JENSEN Frodi (113636),1088,1066,13,Jun,2019
MOLDOVA,DUBROVIN Veniamin (112307),1088,1066,13,Jun,2019
ECUADOR,AULESTIA Ian (113538),1088,1066,13,Jun,2019
NEW CALEDONIA,MAS Arthur (121366),1107,,12,Jun,2019
TURKEY,LI Ahmet ^ (116658),1108,980,10,Jun,2019
HAITI,ST-FLEUR Donika (134052),1108,1082,10,Jun,2019
VENEZUELA,VANEGAS Luis (123573),1108,1082,10,Jun,2019
COSTA RICA,URENA Victor (134785),1111,705,8,Jun,2019
CHINA,WANG Zepeng (137284),1111,1085,8,Jun,2019
KYRGYZSTAN,KYDYRBAEV Aziz ^^ (132447),1111,1085,8,Jun,2019
CHINA,HEN Yutao (123084),1111,1085,8,Jun,2019
NIGERIA,JEGEDE Olanrewaju (113286),1111,1085,8,Jun,2019
CHINA,XU Yao (137283),1111,1085,8,Jun,2019
NEPAL,SAUN Deep (102153),1111,1085,8,Jun,2019
MACAO,WANG Chun (123066),1111,1085,8,Jun,2019
NIGERIA,ANIMASAHUN Abayomi (131045),1111,1085,8,Jun,2019
RUSSIA,ALCHIMBAEV Ruslan (131114),1111,1085,8,Jun,2019
BELARUS,TSYHANOUSKI Mikhail (134130),1111,1085,8,Jun,2019
MALDIVES,NASEEM Mohamed (115930),1111,1085,8,Jun,2019
REPUBLIC OF KOREA,HO Jihoon (104150),1111,1085,8,Jun,2019
BELARUS,BARABANOV Kiryl (100900),1111,1085,8,Jun,2019
NIGERIA,LASISI Akeem (123159),1111,1085,8,Jun,2019
SOUTH AFRICA,MAHARAJ Mishay (137171),1111,1085,8,Jun,2019
CHINA,HE Ziqian (136616),1111,1085,8,Jun,2019
CHINA,JI Ruilong (136614),1111,1085,8,Jun,2019
BELARUS,KUNATS Heorhi (131997),1111,1085,8,Jun,2019
SERBIA,HALAS Kristian (116549),1111,1085,8,Jun,2019
NIGERIA,ADEGOKE Abiodun Alade (137147),1111,1085,8,Jun,2019
NIGERIA,EYO Akabom (123146),1111,1085,8,Jun,2019
CHINA,FANG Jinliang (137584),1111,1085,8,Jun,2019
GHANA,TWUMASI Fredrick (137139),1111,1085,8,Jun,2019
CHINA,ZHANG Renyuan (119814),1111,1085,8,Jun,2019
NIGERIA,OSUJI Chijioke (137096),1111,1085,8,Jun,2019
BELARUS,ANTONAU Vadzim (119311),1111,1085,8,Jun,2019
LAOS,SATHATHONE Duangtavane ^^ (137296),1111,1085,8,Jun,2019
YEMEN,AL-MAHAQERI Taha (113200),1111,1085,8,Jun,2019
CHINA,ZHOU Xu (137288),1111,1085,8,Jun,2019
BELARUS,BYKOV Viktor (101415),1111,1085,8,Jun,2019
REPUBLIC OF KOREA,KIM Jihwan (112068),1111,1085,8,Jun,2019
NIGERIA,AKOMOLAFE Sunday (123130),1111,1085,8,Jun,2019
MACAO,MAK Tin Ian (135169),1111,1085,8,Jun,2019
CHINA,SHI Tao (2003) (137550),1111,1085,8,Jun,2019
CHINA,GAO Xiangshuo (137286),1111,1085,8,Jun,2019
BELARUS,TSIAROKHIN Andrei (122677),1111,1085,8,Jun,2019
BELARUS,DAUNAROVICH Pavel (121858),1111,1085,8,Jun,2019
GHANA,OFORI Emmanuel (136348),1111,1085,8,Jun,2019
BELARUS,MILOVANOV Andrey (113659),1111,1085,8,Jun,2019
CONGO DEMOCRATIC,NGOMA Steve (115200),1111,1085,8,Jun,2019
VIETNAM,LE Tien Dat (117512),1111,1085,8,Jun,2019
CHINA,JING Pengwei (137285),1111,1085,8,Jun,2019
NIGERIA,KAZEEM Monsuru (133743),1111,1085,8,Jun,2019
BELARUS,KORTCHINSKI Ilia (131881),1111,1085,8,Jun,2019
RUSSIA,AKHMETSAFIN Damir (136039),1111,1085,8,Jun,2019
ESTONIA,VUHKA Maksim (131193),1111,1085,8,Jun,2019
SERBIA,NAD NEMEDI Valentin (114873),1111,1085,8,Jun,2019
RUSSIA,MURZIN Vitalii (131143),1111,1085,8,Jun,2019
QATAR,MOUGHANA Fahd (137381),1160,1150,6,Jun,2019
EL SALVADOR,ALDERON Julio (111528),1161,671,4,Jun,2019
EL SALVADOR,MENDOZA Oliver (119644),1161,707,4,Jun,2019
EL SALVADOR,GALEANO Jaime (118047),1161,721,4,Jun,2019
HONDURAS,URBINA Jose (114737),1161,1148,4,Jun,2019
EL SALVADOR,VILLALTA Oscar (119651),1161,1148,4,Jun,2019
PANAMA,DIMAS CHOCK David (124105),1161,1151,4,Jun,2019
BARBADOS,DOUGHTY Kristian (122478),1161,1152,4,Jun,2019
ALBANIA,TOSUNI Sadush (134428),1161,1153,4,Jun,2019
ARUBA,MATHILDA Jeandry (124007),1161,1153,4,Jun,2019
PANAMA,GUERRA Jose (119637),1161,1153,4,Jun,2019
VENEZUELA,LAREZ Alejandro (124417),1161,1153,4,Jun,2019
BOLIVIA,VILLARROEL Rene (131850),1161,1153,4,Jun,2019
COLOMBIA,AGUIRRE Miguel (134422),1161,1153,4,Jun,2019
PUERTO RICO,TORRES TORRES Axel (137180),1161,1153,4,Jun,2019
URUGUAY,MOLEDA Damian (106262),1161,1153,4,Jun,2019
ECUADOR,ESPINOZA John (122688),1161,1153,4,Jun,2019
URUGUAY,MOLEDA Bruno (116352),1161,1153,4,Jun,2019
